,video_id,title,thumbnail,tag_id
0,S6YZBwBkkCU,본캐 올드맨유 드디어 구했다! 서버에 단 1장! 갬성 공격수 캬...  피파4,https://i.ytimg.com/vi/S6YZBwBkkCU/hqdefault.jpg,1
1,s9Vkvia6mV0,10년만에 피파온라인2를 접속해봤습니다,https://i.ytimg.com/vi/s9Vkvia6mV0/hqdefault.jpg,1
2,SKtwc5D_IZ0,EK리그 챔피언십 시즌1 득점왕 다승왕 MVP 시상 그동안 감사했습니다. 피파4,https://i.ytimg.com/vi/SKtwc5D_IZ0/hqdefault.jpg,1
3,-uwR5dCIDLU,DAY 17 | 2022 FIFA ONLINE 4 eK 리그 챔피언십 시즌 1 | 피파 온라인 4,https://i.ytimg.com/vi/-uwR5dCIDLU/hqdefault.jpg,1
4,0FlwDBE8zDs,이렇게 좋을 줄 몰랐습니다 죄송합니다 신이시여 피파4,https://i.ytimg.com/vi/0FlwDBE8zDs/hqdefault.jpg,1
5,0Jemiol5Qbk,한 경기에서 배구 프리킥 빅맨 다 보여준 아마노 준이 손흥민이랑 유니폼 교환 못한 이유 I 토트넘vs팀K리그 후토크 I 피파온라인4,https://i.ytimg.com/vi/0Jemiol5Qbk/hqdefault.jpg,1
6,tPpSGgtEEjE,무과금 흙윈 모두가 ㅇㅈ한 쌉신선한데 맛깔나는 팀 완성ㅋㅋㅋ  피파4,https://i.ytimg.com/vi/tPpSGgtEEjE/hqdefault.jpg,1
7,2tDTuVt_Qvc,상호형 EK리그 연습 도와주기^^,https://i.ytimg.com/vi/2tDTuVt_Qvc/hqdefault.jpg,1
8,2X4jwcIW830,8년만에 1위  그리고 전 여기까지 입니다 감사했습니다  [피파4 fifaonline4 제독신],https://i.ytimg.com/vi/2X4jwcIW830/hqdefault.jpg,1
9,U7SWxSEy7oc,세기의 대결! 장현정 VS 원창연's 키즈 빅매치!! | 야피파! 5화,https://i.ytimg.com/vi/U7SWxSEy7oc/hqdefault.jpg,1
10,ua3a4bPhSoo,ST 비에리를 진짜 풀백에 쓴다면ㅋㅋ 스쿼드의신 피파4,https://i.ytimg.com/vi/ua3a4bPhSoo/hqdefault.jpg,1
11,3ES7tPKR6rc,차범근 감독님 10카 와ㅋㅋㅋㅋㅋ 피파4,https://i.ytimg.com/vi/3ES7tPKR6rc/hqdefault.jpg,1
12,UAHDzgJdfgY,신규이벤트떴습니다! 보상받으세요 피파4,https://i.ytimg.com/vi/UAHDzgJdfgY/hqdefault.jpg,1
13,3lPjEO7hLk0,와ㅋㅋㅋ 박지성!! 피파4,https://i.ytimg.com/vi/3lPjEO7hLk0/hqdefault.jpg,1
14,uNNwtvajSO0,피온4 공격수 빼고 완벽한 팀,https://i.ytimg.com/vi/uNNwtvajSO0/hqdefault.jpg,1
15,3_PiW9_uUtQ,공식경기 비매너 논란?,https://i.ytimg.com/vi/3_PiW9_uUtQ/hqdefault.jpg,1
16,4dQHRlPEwf0,원창연 프로게이머 은퇴까지 2분 전,https://i.ytimg.com/vi/4dQHRlPEwf0/hqdefault.jpg,1
17,4XTgYB9cs5g,피파 1대1 대결 존잘벅이x원창연x봉훈x뀨알,https://i.ytimg.com/vi/4XTgYB9cs5g/hqdefault.jpg,1
18,4yTHqlu3Wxw,훈수충인줄 알았는데 명장이었다... 시청자가 완성시킨 NEW 5-2-3,https://i.ytimg.com/vi/4yTHqlu3Wxw/hqdefault.jpg,1
19,VAO5nQHENno,0티어 스피드에 양발인데도 사면 안되는 선수 피파4,https://i.ytimg.com/vi/VAO5nQHENno/hqdefault.jpg,1
20,5SuUTrf-7CA,곽준혁X믹슈 논란의 8차 넥스트 필드 이것만 알면 게임 이길수 있습니다!!! 피파4,https://i.ytimg.com/vi/5SuUTrf-7CA/hqdefault.jpg,1
21,5thwP4wWVy4,[긴급] 토트넘 현역 개떡상 ㄷㄷ 피파4,https://i.ytimg.com/vi/5thwP4wWVy4/hqdefault.jpg,1
22,5vXIw7qnj0U,새로나온 트레이드 종류별로 몸빵검증 레전드네 피파4,https://i.ytimg.com/vi/5vXIw7qnj0U/hqdefault.jpg,1
23,Vxm1kCQ50ZM,손케페지 1티어 팀 되어버린 4천억 토트넘 ㅁㅊ;; 피파4,https://i.ytimg.com/vi/Vxm1kCQ50ZM/hqdefault.jpg,1
24,6WswXXaref8,엘링 홀란드를 함부로 건들면 안 되는 이유 ㅋㅋㅋ,https://i.ytimg.com/vi/6WswXXaref8/hqdefault.jpg,1
25,6XT3ZYLUj_o,[긴급]넥슨캐쉬 꽁짜로 받으세요 피파4,https://i.ytimg.com/vi/6XT3ZYLUj_o/hqdefault.jpg,1
26,waPxMTHjDls,본캐 현역 잉글랜드 공격진 ㅡ끝ㅡ 피파4,https://i.ytimg.com/vi/waPxMTHjDls/hqdefault.jpg,1
27,81QpHWf4aLo,[오늘의스쿼드] 이런 단일팀 보신적 있나요?  /피파4,https://i.ytimg.com/vi/81QpHWf4aLo/hqdefault.jpg,1
