,video_id,title,thumbnail,tag_id
0,sGJ41a77Fbs,2021년 클래식 랭킹 11위-20위. (KBS Classic FM발표순위) 우리가 사랑한 클래식 11위-20위 재업로드. 광고는 1달후에 없어집니다.,https://i.ytimg.com/vi/sGJ41a77Fbs/hqdefault.jpg,1
1,0-krDcpb3Dk,[광고없음][NO ADS] 아침에 들으면 좋은 클래식명곡 연속듣기 최고의 클래식 명곡 연속듣기ㅣ유명한 클래식 음악 연속듣기 - The Classical Best Music,https://i.ytimg.com/vi/0-krDcpb3Dk/hqdefault.jpg,1
2,SVjdqRf_w1g,2021년 한국인이 사랑하는 클래식 랭킹 TOP 10!! KBS Classic FM라디오에서 발표한 2021년 클래식 랭킹 1위-10위를 정리했습니다. 광고는 1달후에  없어집니다,https://i.ytimg.com/vi/SVjdqRf_w1g/hqdefault.jpg,1
3,1OktT8A979k,클래식 명곡 베스트 17곡 | 아침에 들으면 좋은 클래식명곡 연속듣기 최고의 클래식 명곡 연속듣기- 바이올린 악보,https://i.ytimg.com/vi/1OktT8A979k/hqdefault.jpg,1
4,1Sk3LrqnonQ,대작 클래식 제5탄 모차르트 시벨리우스 브람스 말러 라흐마니노프 베토벤의 명작 총 6곡 68분.  ❗광고는 1달후에 없어집니다.❗ 화질은 720이상 추천 ❗,https://i.ytimg.com/vi/1Sk3LrqnonQ/hqdefault.jpg,1
5,2RFEIeHWfzo,[광고없음][NO ADS] 마음 편안하게 하는 최고의 클래식 명곡 모음 BEST Classical Music,https://i.ytimg.com/vi/2RFEIeHWfzo/hqdefault.jpg,1
6,3aqM7Bld9q0,아침에 들으면 좋은 클래식명곡 연속듣기 최고의 클래식 명곡 연속듣기ㅣ유명한 클래식 음악 연속듣기 - 바이올린 악보,https://i.ytimg.com/vi/3aqM7Bld9q0/hqdefault.jpg,1
7,4ML29Mzsmik,카페에서 책 읽을 때 좋은 클래식 - 첼로 \u0026 피아노,https://i.ytimg.com/vi/4ML29Mzsmik/hqdefault.jpg,1
8,4_Ri0SWk-_U,Coffee Break ☕ 긍정적인 모닝 재즈 - 상쾌한 시작을 위한 모닝 보사노바와 재즈 음악 휴식,https://i.ytimg.com/vi/4_Ri0SWk-_U/hqdefault.jpg,1
9,5LOX9LulgHg,악마에게 영혼을 판 '천재' 바이올리니스트 (파가니니 카프리스 24번 총정리),https://i.ytimg.com/vi/5LOX9LulgHg/hqdefault.jpg,1
10,Vj7VbE5eVqI,아침에 들으면 좋은 클래식명곡 연속듣기 최고의 클래식 명곡 연속듣기ㅣ유명한 클래식 음악 연속듣기,https://i.ytimg.com/vi/Vj7VbE5eVqI/hqdefault.jpg,1
