,video_id,title,thumbnail,tag_id
0,-z9xXDU4vdc,WINNER - ‘I LOVE U’ M/V EXTRA CUT #3 (feat. ENDING FAIRY?‍♂️),https://i.ytimg.com/vi/-z9xXDU4vdc/hqdefault.jpg,1
1,SLxqvIDOUzc,TO1 (티오원) - Drummin' MV,https://i.ytimg.com/vi/SLxqvIDOUzc/hqdefault.jpg,1
2,1iJcNpt3ePY,헤이즈(Heize) - '거리마다 (Feat. I.M of 몬스타엑스)' Live Clip,https://i.ytimg.com/vi/1iJcNpt3ePY/hqdefault.jpg,1
3,ThvGI4UEK10,♬뮤비 모음♬ 뉴진스 (NewJeans) Playlist 7곡 전체 10번 반복 ♬♡,https://i.ytimg.com/vi/ThvGI4UEK10/hqdefault.jpg,1
4,20GHHPmHq7g,ZICO (지코) '괴짜 (Freak)' MV Teaser,https://i.ytimg.com/vi/20GHHPmHq7g/hqdefault.jpg,1
5,TPyb8QoYopg,[쇼챔직캠 4K] LE SSERAFIM - FEARLESS (르세라핌 - 피어리스) l Show Champion l EP.433,https://i.ytimg.com/vi/TPyb8QoYopg/hqdefault.jpg,1
6,tTmaCBaejs8,LØREN - 'ALL MY FRIENDS ARE TURNING BLUE' M/V MAKING FILM,https://i.ytimg.com/vi/tTmaCBaejs8/hqdefault.jpg,1
7,tVIXY14aJms,NewJeans (뉴진스) 'Hurt' Official MV,https://i.ytimg.com/vi/tVIXY14aJms/hqdefault.jpg,1
8,2vY5OcU3Ruc,내 동년배들은 다 아는 만화 노래 파워퍼프걸-Love Makes The World Go [lyric/자막/해석],https://i.ytimg.com/vi/2vY5OcU3Ruc/hqdefault.jpg,1
9,35lirBqwgTs,미연 (MIYEON) - 'Drive' Official Music Video,https://i.ytimg.com/vi/35lirBqwgTs/hqdefault.jpg,1
10,umYY3eZk-z8,[Ready Reaction] j-hope '방화 (Arson)' M/V REACTIONㅣPREMIUM DANCE STUDIO,https://i.ytimg.com/vi/umYY3eZk-z8/hqdefault.jpg,1
11,ur6IoC1B3-M,[MV] 'OHMYGIRL' 효정 아린 X 'IVE' 장원영 이서 X 'CRAVITY' 세림 정모 - BLUE \u0026 BLACK,https://i.ytimg.com/vi/ur6IoC1B3-M/hqdefault.jpg,1
12,UWjEqUcrByI,최신 걸그룹 뮤비(M/V) 모음 (KPOP girl group mix) 1080p_20220116,https://i.ytimg.com/vi/UWjEqUcrByI/hqdefault.jpg,1
13,4jBY8YrZwDQ,[Live Clip] Everything Goes On - KR remix (feat. 청하) | 2022 별 수호자 테마곡,https://i.ytimg.com/vi/4jBY8YrZwDQ/hqdefault.jpg,1
14,4LiNxXZvz_A,[Ready Reaction] SEVENTEEN (세븐틴) '_WORLD' M/V REACTIONㅣPREMIUM DANCE STUDIO,https://i.ytimg.com/vi/4LiNxXZvz_A/hqdefault.jpg,1
15,4pgqd_Vux8Y,SMTOWN '태양은 가득히 (Red Sun)' MV,https://i.ytimg.com/vi/4pgqd_Vux8Y/hqdefault.jpg,1
16,vJvX9L6FCWI,선미 (SUNMI) - '열이올라요 (Heart Burn)' Music Video,https://i.ytimg.com/vi/vJvX9L6FCWI/hqdefault.jpg,1
17,vQ07c9E0vXA,♬뮤비 모음♬ M/V 핫한 최신 뮤비 Music Video Playlist 30곡 ♬♡,https://i.ytimg.com/vi/vQ07c9E0vXA/hqdefault.jpg,1
18,vsxe7foxyMU,[MV] CSR(첫사랑) _ Pop? Pop!(첫사랑),https://i.ytimg.com/vi/vsxe7foxyMU/hqdefault.jpg,1
19,6qzZ1CEGIWA,[SUPER ULTRA 8K] 선미 '열이올라요' 풀캠 (SUNMI 'Heart Burn' FullCam) @SBS Inkigayo 220703,https://i.ytimg.com/vi/6qzZ1CEGIWA/hqdefault.jpg,1
20,waMAVn2hHBM,WINNER - ‘I LOVE U’ M/V,https://i.ytimg.com/vi/waMAVn2hHBM/hqdefault.jpg,1
