,video_id,title,thumbnail,tag_id
0,--cLkcvzo2I,[신규 시스템] 스킨 제작소 가이드 | 배틀그라운드,https://i.ytimg.com/vi/--cLkcvzo2I/hqdefault.jpg,1
1,-6sraOyUe_I,디아루가 잡으러 한국 포켓몬고 성지까지 갔습니다! 포켓스탑 체육관이 너무 많아 클릭도 잘 안됨... - 포켓몬고 - 겜브링(GGAMBRING),https://i.ytimg.com/vi/-6sraOyUe_I/hqdefault.jpg,1
2,-85LeFjl7AM,실시간 채팅을 풀어버리면 생기는 일,https://i.ytimg.com/vi/-85LeFjl7AM/hqdefault.jpg,1
3,-8KayA-5ncA,대회도 열고 해설도 하며 우승까지 하는 선수가 있다?? 최근 격투 게임 대회 근황!!,https://i.ytimg.com/vi/-8KayA-5ncA/hqdefault.jpg,1
4,-aa7-WkqHLY,메이플스토리 2021년 겨울 리메이크 확정난 모험가의 현재 4차 주력스킬에 대한 관찰,https://i.ytimg.com/vi/-aa7-WkqHLY/hqdefault.jpg,1
5,rVz5pYX4l50,다이아 3도착 마스터까지 단 세 걸음,https://i.ytimg.com/vi/rVz5pYX4l50/hqdefault.jpg,1
6,rxjwFHfLRiw,최고의 무기와 함께 아이템 세팅! 얼마나 세졌을까? (제네시스 무기 템세팅),https://i.ytimg.com/vi/rxjwFHfLRiw/hqdefault.jpg,1
7,rymOSNLwelg,테라 서비스 종료 3분전 유저들의 마지막 모습 (테라의 시작과 끝/마지막 퀘스트),https://i.ytimg.com/vi/rymOSNLwelg/hqdefault.jpg,1
8,R_DSuHg17Zw,이게 말이 되나? 종최를 가지고 논다  [종최 개막전] 이제동 김택용 이재호 김성대 변현제 조기석 이영한 장윤철 황병영 [KCM 종족최강전 2022 시즌2],https://i.ytimg.com/vi/R_DSuHg17Zw/hqdefault.jpg,1
9,s0d1Ux6hIBY,갑자기 역대급 폼으로 각성한 이유,https://i.ytimg.com/vi/s0d1Ux6hIBY/hqdefault.jpg,1
10,s1Mhk5DtiSY,하이퍼버닝 사냥왕은 이 직업입니다.,https://i.ytimg.com/vi/s1Mhk5DtiSY/hqdefault.jpg,1
11,S3r6i9u62wA,포스트시즌 에결 전혀 예상못한 선수의 등장(Zero vs Turn),https://i.ytimg.com/vi/S3r6i9u62wA/hqdefault.jpg,1
12,S6x3BDu0qGg,와 농락을 이렇게 하네;; 뉴비들 컴퓨터 끄게 만드는 고인물 인성질 게임 TOP5,https://i.ytimg.com/vi/S6x3BDu0qGg/hqdefault.jpg,1
13,S6YZBwBkkCU,본캐 올드맨유 드디어 구했다! 서버에 단 1장! 갬성 공격수 캬...  피파4,https://i.ytimg.com/vi/S6YZBwBkkCU/hqdefault.jpg,1
14,s9Vkvia6mV0,10년만에 피파온라인2를 접속해봤습니다,https://i.ytimg.com/vi/s9Vkvia6mV0/hqdefault.jpg,1
15,-eRrCdNA7p0,최신 버전 1.19 생존기 3화 - 개구리 불 (with. 위더) [르마/마인크래프트],https://i.ytimg.com/vi/-eRrCdNA7p0/hqdefault.jpg,1
16,-FnIJnRSZgg,[배그 맵 방송] 2022 PWS: 페이즈 2 위클리 파이널 2주 1일차,https://i.ytimg.com/vi/-FnIJnRSZgg/hqdefault.jpg,1
17,sDrZJKZhNBk,2022 KXO 서울투어 1라운드 예선 1게임! vs DETOP134,https://i.ytimg.com/vi/sDrZJKZhNBk/hqdefault.jpg,1
18,sfpPdy2yzQE,문을 잘못 열면 빌런이 튀어나오는 역대급 로블록스 탈출맵 등장!,https://i.ytimg.com/vi/sfpPdy2yzQE/hqdefault.jpg,1
19,sKcCtlyfFp4,「이그니션 2차 패치」 3분 완전 요약!! [메이플스토리 페이지],https://i.ytimg.com/vi/sKcCtlyfFp4/hqdefault.jpg,1
20,SKtwc5D_IZ0,EK리그 챔피언십 시즌1 득점왕 다승왕 MVP 시상 그동안 감사했습니다. 피파4,https://i.ytimg.com/vi/SKtwc5D_IZ0/hqdefault.jpg,1
21,SlHxF5upLZw,우당탕탕 스쿼드ㅋㅋㅋㅋㅋ,https://i.ytimg.com/vi/SlHxF5upLZw/hqdefault.jpg,1
22,-jyVK6PBJEQ,몸에 닿는 『모든 블럭이 럭키블럭』 으로 변하게 된다면!? [마인크래프트],https://i.ytimg.com/vi/-jyVK6PBJEQ/hqdefault.jpg,1
23,-proQdCMvwI,메이플 ?하이퍼 버닝 250육성은 얼마나 쉬워진걸까??,https://i.ytimg.com/vi/-proQdCMvwI/hqdefault.jpg,1
24,-P_6UPRIyDA,저도 오늘부터 대장장이입니다. 2시간만에 수익 미쳤다ㅋㅋㅋ[메이플],https://i.ytimg.com/vi/-P_6UPRIyDA/hqdefault.jpg,1
25,-uwR5dCIDLU,DAY 17 | 2022 FIFA ONLINE 4 eK 리그 챔피언십 시즌 1 | 피파 온라인 4,https://i.ytimg.com/vi/-uwR5dCIDLU/hqdefault.jpg,1
26,-wwb5uzsHBE,협곡의 깡패 페일러스! [Faker Stream Highlight],https://i.ytimg.com/vi/-wwb5uzsHBE/hqdefault.jpg,1
27,-w_97yo29n4,시청자:'명경기 중의 명경기다' [종최 3주차]김택용 김민철 유영진 조일장 도재욱 조기석 박상현 장윤철 정영재 [KCM종족최강전 2022 시즌1],https://i.ytimg.com/vi/-w_97yo29n4/hqdefault.jpg,1
28,sM9JnPQGqV4,정커퀸 소개 영상 | 오버워치 2,https://i.ytimg.com/vi/sM9JnPQGqV4/hqdefault.jpg,1
29,0DCNWnsDpYY,슴가가 웅장해지는 역대급 명장면.zip | 롤읽남 시네마틱 매드무비 #2,https://i.ytimg.com/vi/0DCNWnsDpYY/hqdefault.jpg,1
30,0Fci2k7_zyE,미친 난이도로 나온 익스트림 검은마법사 / 세렌 ㄷㄷ,https://i.ytimg.com/vi/0Fci2k7_zyE/hqdefault.jpg,1
31,SNvzSLCo1ek,대처가 불가능한 천상계 킬각.zip | 시네마틱 매드무비 #5,https://i.ytimg.com/vi/SNvzSLCo1ek/hqdefault.jpg,1
32,SNza_5mteQA,괴물이 된 딸을 구하기 위해 지옥 같은 해저 도시로 돌아온 아버지,https://i.ytimg.com/vi/SNza_5mteQA/hqdefault.jpg,1
33,SP9H4_HhZAI,Start your magical transformation with the Star Guardians! - League of Legends: Wild Rift,https://i.ytimg.com/vi/SP9H4_HhZAI/hqdefault.jpg,1
34,0FlwDBE8zDs,이렇게 좋을 줄 몰랐습니다 죄송합니다 신이시여 피파4,https://i.ytimg.com/vi/0FlwDBE8zDs/hqdefault.jpg,1
35,0Jemiol5Qbk,한 경기에서 배구 프리킥 빅맨 다 보여준 아마노 준이 손흥민이랑 유니폼 교환 못한 이유 I 토트넘vs팀K리그 후토크 I 피파온라인4,https://i.ytimg.com/vi/0Jemiol5Qbk/hqdefault.jpg,1
36,0kIiILhf8XE,스킬 방어하면 체력 회복한다 ㅋㅋㅋ 캡틴 시비르 [테스터훈 뉴메타],https://i.ytimg.com/vi/0kIiILhf8XE/hqdefault.jpg,1
